"Source","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages"
"Period","Second Quarter"
"Industry","Total, all industries"
"Area Name","Year","Quarter","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Alabama,"2013","Second Quarter","115396","1860037","1.0","793","1.3","Total, all industries","01","AL"
Alaska,"2013","Second Quarter","21959","343360","0.1","969","1.5","Total, all industries","02","AK"
Arizona,"2013","Second Quarter","142910","2439535","1.8","877","1.7","Total, all industries","04","AZ"
Arkansas,"2013","Second Quarter","86858","1150858","-0.6","734","2.4","Total, all industries","05","AR"
California,"2013","Second Quarter","1326408","15478486","2.4","1047","1.9","Total, all industries","06","CA"
Colorado,"2013","Second Quarter","173904","2359476","2.9","933","1.6","Total, all industries","08","CO"
Connecticut,"2013","Second Quarter","112644","1666682","1.0","1127","1.4","Total, all industries","09","CT"
Delaware,"2013","Second Quarter","28209","418684","2.0","964","1.8","Total, all industries","10","DE"
District Of Columbia,"2013","Second Quarter","34890","725086","0.9","1577","2.2","Total, all industries","11","DC"
Florida,"2013","Second Quarter","621486","7399497","2.3","822","2.0","Total, all industries","12","FL"
Georgia,"2013","Second Quarter","273157","3916323","1.7","867","2.2","Total, all industries","13","GA"
Hawaii,"2013","Second Quarter","37960","617864","2.1","823","1.6","Total, all industries","15","HI"
Idaho,"2013","Second Quarter","53247","643193","2.8","682","1.8","Total, all industries","16","ID"
Illinois,"2013","Second Quarter","400751","5753100","0.9","970","1.8","Total, all industries","17","IL"
Indiana,"2013","Second Quarter","159323","2865075","1.2","775","1.6","Total, all industries","18","IN"
Iowa,"2013","Second Quarter","97632","1523906","1.3","757","2.0","Total, all industries","19","IA"
Kansas,"2013","Second Quarter","84231","1349574","1.2","779","2.1","Total, all industries","20","KS"
Kentucky,"2013","Second Quarter","117355","1789680","0.5","782","1.3","Total, all industries","21","KY"
Louisiana,"2013","Second Quarter","126419","1894749","0.9","823","2.2","Total, all industries","22","LA"
Maine,"2013","Second Quarter","49279","605340","0.5","731","1.7","Total, all industries","23","ME"
Maryland,"2013","Second Quarter","170339","2571262","0.9","1004","1.3","Total, all industries","24","MD"
Massachusetts,"2013","Second Quarter","227184","3361420","1.6","1131","2.0","Total, all industries","25","MA"
Michigan,"2013","Second Quarter","238571","4071456","2.1","877","2.2","Total, all industries","26","MI"
Minnesota,"2013","Second Quarter","163550","2745539","1.9","929","2.4","Total, all industries","27","MN"
Mississippi,"2013","Second Quarter","70027","1095248","0.7","691","1.5","Total, all industries","28","MS"
Missouri,"2013","Second Quarter","179744","2668578","1.3","803","1.6","Total, all industries","29","MO"
Montana,"2013","Second Quarter","43085","448272","1.5","717","2.4","Total, all industries","30","MT"
Nebraska,"2013","Second Quarter","69790","942673","1.1","736","2.5","Total, all industries","31","NE"
Nevada,"2013","Second Quarter","73868","1169845","2.4","828","1.6","Total, all industries","32","NV"
New Hampshire,"2013","Second Quarter","49184","629489","0.8","916","2.9","Total, all industries","33","NH"
New Jersey,"2013","Second Quarter","253863","3912476","0.9","1084","2.6","Total, all industries","34","NJ"
New Mexico,"2013","Second Quarter","55064","796471","0.6","781","-0.3","Total, all industries","35","NM"
New York,"2013","Second Quarter","609445","8805286","1.1","1119","2.1","Total, all industries","36","NY"
North Carolina,"2013","Second Quarter","256008","3983861","1.7","808","2.5","Total, all industries","37","NC"
North Dakota,"2013","Second Quarter","30612","433822","3.3","887","3.7","Total, all industries","38","ND"
Ohio,"2013","Second Quarter","288062","5162237","1.1","829","1.6","Total, all industries","39","OH"
Oklahoma,"2013","Second Quarter","105582","1562580","1.0","795","3.7","Total, all industries","40","OK"
Oregon,"2013","Second Quarter","130203","1707933","2.5","849","1.4","Total, all industries","41","OR"
Pennsylvania,"2013","Second Quarter","336666","5662649","0.3","918","2.8","Total, all industries","42","PA"
Rhode Island,"2013","Second Quarter","35390","465472","1.0","880","2.3","Total, all industries","44","RI"
South Carolina,"2013","Second Quarter","116649","1866764","1.9","746","1.4","Total, all industries","45","SC"
South Dakota,"2013","Second Quarter","31661","417024","1.0","689","1.8","Total, all industries","46","SD"
Tennessee,"2013","Second Quarter","142843","2706464","1.4","820","0.5","Total, all industries","47","TN"
Texas,"2013","Second Quarter","608070","11075031","2.7","944","2.4","Total, all industries","48","TX"
Utah,"2013","Second Quarter","86827","1260758","2.9","783","2.2","Total, all industries","49","UT"
Vermont,"2013","Second Quarter","24472","304036","0.6","807","2.5","Total, all industries","50","VT"
Virginia,"2013","Second Quarter","237253","3683599","0.7","968","1.7","Total, all industries","51","VA"
Washington,"2013","Second Quarter","243424","3014192","2.2","970","2.5","Total, all industries","53","WA"
West Virginia,"2013","Second Quarter","49574","713329","0.0","781","0.6","Total, all industries","54","WV"
Wisconsin,"2013","Second Quarter","162048","2772856","0.7","800","2.8","Total, all industries","55","WI"
Wyoming,"2013","Second Quarter","25471","290604","0.4","845","0.5","Total, all industries","56","WY"
Puerto Rico,"2013","Second Quarter","48050","915512","-2.2","501","0.6","Total, all industries","72","PR"
Virgin Islands,"2013","Second Quarter","3383","38684","-3.6","708","-13.6","Total, all industries","78","VI"
 
