"Source","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages"
"Period","Third Quarter"
"Industry","Total, all industries"
"Area Name","Year","Quarter","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Alabama,"2014","Third Quarter","117243","1871498","1.3","815","2.5","Total, all industries","01","AL"
Alaska,"2014","Third Quarter","22276","344926","0.0","1019","3.0","Total, all industries","02","AK"
Arizona,"2014","Third Quarter","147358","2540554","1.9","876","2.0","Total, all industries","04","AZ"
Arkansas,"2014","Third Quarter","86941","1170718","1.3","737","1.8","Total, all industries","05","AR"
California,"2014","Third Quarter","1373613","15987780","2.9","1097","3.9","Total, all industries","06","CA"
Colorado,"2014","Third Quarter","180892","2442974","3.7","982","3.0","Total, all industries","08","CO"
Connecticut,"2014","Third Quarter","114262","1664278","0.8","1124","1.4","Total, all industries","09","CT"
Delaware,"2014","Third Quarter","30357","427083","2.2","960","2.1","Total, all industries","10","DE"
District Of Columbia,"2014","Third Quarter","36532","733591","0.9","1630","4.4","Total, all industries","11","DC"
Florida,"2014","Third Quarter","639091","7752968","3.4","826","2.1","Total, all industries","12","FL"
Georgia,"2014","Third Quarter","281379","4057739","3.3","891","2.8","Total, all industries","13","GA"
Hawaii,"2014","Third Quarter","38557","626674","1.2","869","3.8","Total, all industries","15","HI"
Idaho,"2014","Third Quarter","55065","658374","2.1","721","2.6","Total, all industries","16","ID"
Illinois,"2014","Third Quarter","414779","5812352","1.3","982","2.5","Total, all industries","17","IL"
Indiana,"2014","Third Quarter","158625","2925258","1.4","799","1.9","Total, all industries","18","IN"
Iowa,"2014","Third Quarter","99798","1530096","1.1","799","3.5","Total, all industries","19","IA"
Kansas,"2014","Third Quarter","85695","1362831","1.2","795","2.4","Total, all industries","20","KS"
Kentucky,"2014","Third Quarter","121445","1827762","1.8","781","2.5","Total, all industries","21","KY"
Louisiana,"2014","Third Quarter","124094","1929985","1.8","852","3.1","Total, all industries","22","LA"
Maine,"2014","Third Quarter","49545","605247","0.5","754","2.6","Total, all industries","23","ME"
Maryland,"2014","Third Quarter","166196","2573717","1.1","1042","3.1","Total, all industries","24","MD"
Massachusetts,"2014","Third Quarter","233113","3397979","2.1","1162","2.8","Total, all industries","25","MA"
Michigan,"2014","Third Quarter","236485","4138473","1.6","897","2.5","Total, all industries","26","MI"
Minnesota,"2014","Third Quarter","165563","2762398","1.3","965","2.9","Total, all industries","27","MN"
Mississippi,"2014","Third Quarter","71461","1105976","0.6","697","1.3","Total, all industries","28","MS"
Missouri,"2014","Third Quarter","185608","2686330","1.0","828","2.7","Total, all industries","29","MO"
Montana,"2014","Third Quarter","44042","449465","0.7","732","3.7","Total, all industries","30","MT"
Nebraska,"2014","Third Quarter","69611","950696","1.2","778","1.7","Total, all industries","31","NE"
Nevada,"2014","Third Quarter","76352","1215627","3.9","841","0.6","Total, all industries","32","NV"
New Hampshire,"2014","Third Quarter","50155","633537","1.4","927","3.6","Total, all industries","33","NH"
New Jersey,"2014","Third Quarter","261611","3879459","0.8","1088","1.8","Total, all industries","34","NJ"
New Mexico,"2014","Third Quarter","55388","804291","1.2","788","2.9","Total, all industries","35","NM"
New York,"2014","Third Quarter","622672","8905171","2.0","1145","3.2","Total, all industries","36","NY"
North Carolina,"2014","Third Quarter","260114","4090402","2.0","838","2.7","Total, all industries","37","NC"
North Dakota,"2014","Third Quarter","31756","455516","4.2","979","6.3","Total, all industries","38","ND"
Ohio,"2014","Third Quarter","289615","5221168","1.4","862","3.0","Total, all industries","39","OH"
Oklahoma,"2014","Third Quarter","107362","1594759","1.2","825","3.5","Total, all industries","40","OK"
Oregon,"2014","Third Quarter","136486","1760182","2.9","885","3.4","Total, all industries","41","OR"
Pennsylvania,"2014","Third Quarter","346457","5677513","1.0","938","2.7","Total, all industries","42","PA"
Rhode Island,"2014","Third Quarter","35887","471730","1.4","896","1.9","Total, all industries","44","RI"
South Carolina,"2014","Third Quarter","118658","1905098","2.5","768","2.4","Total, all industries","45","SC"
South Dakota,"2014","Third Quarter","32102","415951","1.7","733","3.7","Total, all industries","46","SD"
Tennessee,"2014","Third Quarter","145982","2774805","2.4","837","2.1","Total, all industries","47","TN"
Texas,"2014","Third Quarter","625835","11439733","3.1","988","3.8","Total, all industries","48","TX"
Utah,"2014","Third Quarter","90533","1305471","3.2","803","1.5","Total, all industries","49","UT"
Vermont,"2014","Third Quarter","24495","306607","1.3","805","2.3","Total, all industries","50","VT"
Virginia,"2014","Third Quarter","238956","3666260","0.5","989","2.0","Total, all industries","51","VA"
Washington,"2014","Third Quarter","239260","3110121","3.1","1087","3.9","Total, all industries","53","WA"
West Virginia,"2014","Third Quarter","50019","710300","-0.1","778","3.5","Total, all industries","54","WV"
Wisconsin,"2014","Third Quarter","165123","2789287","1.3","806","1.6","Total, all industries","55","WI"
Wyoming,"2014","Third Quarter","25617","291890","1.9","876","4.3","Total, all industries","56","WY"
Puerto Rico,"2014","Third Quarter","46815","897071","-1.5","505","0.8","Total, all industries","72","PR"
Virgin Islands,"2014","Third Quarter","3467","37563","-1.0","723","2.4","Total, all industries","78","VI"
 
