"Source","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages"
"Period","First Quarter"
"Industry","Total, all industries"
"Area Name","Year","Quarter","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Alabama,"2017","First Quarter","122888","1928087","1.3","893","6.2","Total, all industries","01","AL"
Alaska,"2017","First Quarter","21572","312750","-1.8","1050","2.8","Total, all industries","02","AK"
Arizona,"2017","First Quarter","154331","2745398","2.5","990","8.0","Total, all industries","04","AZ"
Arkansas,"2017","First Quarter","88744","1200033","0.8","858","8.3","Total, all industries","05","AR"
California,"2017","First Quarter","1491883","16794032","2.1","1295","7.6","Total, all industries","06","CA"
Colorado,"2017","First Quarter","196206","2574515","2.4","1136","7.5","Total, all industries","08","CO"
Connecticut,"2017","First Quarter","117417","1650728","0.0","1413","3.7","Total, all industries","09","CT"
Delaware,"2017","First Quarter","31816","433751","0.9","1186","10.8","Total, all industries","10","DE"
District Of Columbia,"2017","First Quarter","39154","760811","1.2","1882","6.8","Total, all industries","11","DC"
Florida,"2017","First Quarter","666880","8530400","2.8","949","7.2","Total, all industries","12","FL"
Georgia,"2017","First Quarter","270774","4310145","2.5","1070","6.3","Total, all industries","13","GA"
Hawaii,"2017","First Quarter","40350","656262","1.3","952","6.6","Total, all industries","15","HI"
Idaho,"2017","First Quarter","60028","688669","2.8","776","7.2","Total, all industries","16","ID"
Illinois,"2017","First Quarter","356365","5850143","0.7","1194","6.2","Total, all industries","17","IL"
Indiana,"2017","First Quarter","164585","2983819","1.2","918","7.6","Total, all industries","18","IN"
Iowa,"2017","First Quarter","100772","1518186","0.0","899","6.5","Total, all industries","19","IA"
Kansas,"2017","First Quarter","89181","1367661","0.4","888","6.7","Total, all industries","20","KS"
Kentucky,"2017","First Quarter","120315","1863481","1.0","879","6.9","Total, all industries","21","KY"
Louisiana,"2017","First Quarter","128883","1904973","-0.3","905","5.4","Total, all industries","22","LA"
Maine,"2017","First Quarter","53291","587070","1.1","860","7.2","Total, all industries","23","ME"
Maryland,"2017","First Quarter","172172","2623824","1.2","1171","5.8","Total, all industries","24","MD"
Massachusetts,"2017","First Quarter","250210","3471060","1.3","1430","7.8","Total, all industries","25","MA"
Michigan,"2017","First Quarter","241831","4228568","1.7","1043","7.0","Total, all industries","26","MI"
Minnesota,"2017","First Quarter","163607","2805100","2.1","1151","8.1","Total, all industries","27","MN"
Mississippi,"2017","First Quarter","72374","1124515","0.3","749","5.2","Total, all industries","28","MS"
Missouri,"2017","First Quarter","199938","2763026","1.3","931","6.0","Total, all industries","29","MO"
Montana,"2017","First Quarter","47414","450936","1.3","800","6.5","Total, all industries","30","MT"
Nebraska,"2017","First Quarter","71654","962026","0.6","867","6.3","Total, all industries","31","NE"
Nevada,"2017","First Quarter","78466","1311809","3.8","932","6.9","Total, all industries","32","NV"
New Hampshire,"2017","First Quarter","51116","643219","1.2","1070","7.3","Total, all industries","33","NH"
New Jersey,"2017","First Quarter","260631","3947346","1.3","1333","5.0","Total, all industries","34","NJ"
New Mexico,"2017","First Quarter","58025","805384","0.4","838","5.9","Total, all industries","35","NM"
New York,"2017","First Quarter","629058","9151560","1.2","1545","6.2","Total, all industries","36","NY"
North Carolina,"2017","First Quarter","269926","4292989","1.9","992","7.0","Total, all industries","37","NC"
North Dakota,"2017","First Quarter","31796","405765","-0.9","953","5.0","Total, all industries","38","ND"
Ohio,"2017","First Quarter","294502","5278947","0.8","977","6.8","Total, all industries","39","OH"
Oklahoma,"2017","First Quarter","109130","1571887","-0.5","883","5.9","Total, all industries","40","OK"
Oregon,"2017","First Quarter","147237","1856697","2.6","984","5.4","Total, all industries","41","OR"
Pennsylvania,"2017","First Quarter","354683","5710072","0.8","1078","6.5","Total, all industries","42","PA"
Rhode Island,"2017","First Quarter","37057","464948","0.2","1052","6.9","Total, all industries","44","RI"
South Carolina,"2017","First Quarter","126323","2022941","2.5","862","7.1","Total, all industries","45","SC"
South Dakota,"2017","First Quarter","33028","413515","0.7","819","6.2","Total, all industries","46","SD"
Tennessee,"2017","First Quarter","155262","2903081","1.7","945","6.7","Total, all industries","47","TN"
Texas,"2017","First Quarter","671524","11935314","1.8","1124","5.5","Total, all industries","48","TX"
Utah,"2017","First Quarter","96506","1411510","3.1","905","6.6","Total, all industries","49","UT"
Vermont,"2017","First Quarter","25343","305882","0.3","889","6.7","Total, all industries","50","VT"
Virginia,"2017","First Quarter","265019","3796087","1.4","1128","6.8","Total, all industries","51","VA"
Washington,"2017","First Quarter","243937","3226760","2.7","1213","8.4","Total, all industries","53","WA"
West Virginia,"2017","First Quarter","49704","680783","-0.4","838","7.7","Total, all industries","54","WV"
Wisconsin,"2017","First Quarter","169631","2804549","1.1","933","6.8","Total, all industries","55","WI"
Wyoming,"2017","First Quarter","25852","262782","-2.1","880","3.3","Total, all industries","56","WY"
Puerto Rico,"2017","First Quarter","46167","890134","-0.7","526","1.2","Total, all industries","72","PR"
Virgin Islands,"2017","First Quarter","3411","39382","1.8","779","0.8","Total, all industries","78","VI"
 
